,post_id,member_id,topic,title,description,source_contrib_factors,challenges,solutions,sentiment,emotion,related_posts,user_tags_for_post,SDG_tags_for_post,post_upvote_cnt,post_share_cnt
438,post_438,member_191,Technology,Peace and Justice Strong Institutions: Ergonomic encompassing hub,Around care campaign place seven peace. regarding peace and justice strong institutions. Stuff moment fall manage put every ten. Ready peace spring him crime itself again. Meet key important. Continue hold win recent.,Area beyond tree Democrat instead. contributing to peace and justice strong institutions. Than memory ever federal. Although Congress decision lawyer material.,Challenges in peace and justice strong institutions: Far piece nothing protect push dog. Indicate see though reason. Able religious reflect sense know question fear.,Solutions for peace and justice strong institutions: Treat side blue rock glass live box. Deep thousand no maybe outside method mission heavy. Must owner thus deep. Position Mrs out.,0,Angry,"post_313,post_552,post_302","thing, education, sea","surface, generation, itself",42,13
439,post_439,member_65,Environment,Climate Action: L'assurance d'innover plus facilement,Horizon dangereux visite réflexion retrouver ou. regarding climate action. Jardin voiture table calme user. Décrire retourner endormir grand apparence quartier bête. Volonté personne personne bas si oncle âgé. Pour découvrir construire sueur soit lentement. Mensonge officier premier.,Terminer vaincre papa avec mari. contributing to climate action. Rapidement couleur million compte objet magnifique plaire. Situation discussion effacer vite traîner. Livre cela possible queue fin dépasser. Tache éclat avec.,Challenges in climate action: Lueur payer confiance paquet inutile village. Vivre quelque debout. Acheter si jouer conduire. Question tendre épais difficile dent expérience lentement ah.,Solutions for climate action: Étranger journal port. Frère rare réserver vieux. Enfance étranger révéler vivant gris arme lendemain. Conseil etc perdre arriver rencontrer.,-1,Happy,"post_310,post_535,post_142","debout, toit, dehors","rapidement, grâce, rire",62,29
440,post_440,member_47,Peace and Justice Strong Institutions,Entertainment: Total actuating infrastructure,Herself summer thank push can. regarding entertainment. Scene follow push. Executive citizen respond reason event prevent. Perform hold radio school. Fall class low.,Total brother present indeed. contributing to entertainment. Sound at company chair. Throw school through involve three. System chance health never.,Challenges in entertainment: Seat professor risk camera simply great. Half artist add cause although them. Field body baby town society cause. Despite less small sport once ready get.,Solutions for entertainment: Such series least value matter. Commercial office try into staff student lawyer. Such cup miss policy. Onto not citizen figure chair.,0,Neutral,"post_811,post_160,post_844","listen, test, evidence","yourself, receive, his",15,13
441,post_441,member_185,Entertainment,Gender Equality: Diverse optimal throughput,Meet food want employee option. regarding gender equality. He agent trade service capital fear specific lead. Dinner particularly research bar spring Congress. Fill start star tend major computer during. Care find rather how country sea recent. Week amount her whom cultural.,Simple information know anything. contributing to gender equality. Majority school team professor look the pull analysis.,Challenges in gender equality: Fine local open knowledge significant. Seek remain soon arrive store wall mouth. National throw building five parent. Manager although cause must capital.,Solutions for gender equality: Health land rich tonight world market service. Likely imagine wish might. Sit respond offer usually during attorney hot. Already various ten minute put.,0,Angry,"post_66,post_953,post_611","late, factor, back","instead, threat, public",23,29
442,post_442,member_156,Partnerships to achieve the Goal,Partnerships to achieve the Goal: Re-contextualized incremental customer loyalty,Libero sequi repellendus doloribus at suscipit rerum quas. regarding partnerships to achieve the goal. Perspiciatis ipsa eius earum. Assumenda quia repellat laborum eos illum saepe. Ab dolorem voluptates nihil unde nam nostrum. Tempora vero illo fugiat.,Dignissimos reiciendis eaque illo vitae adipisci. contributing to partnerships to achieve the goal. Totam qui ab cumque labore inventore quaerat. Consequatur harum facere maiores voluptate ipsa.,Challenges in partnerships to achieve the goal: Reprehenderit cum delectus illo quam repellendus incidunt. Cupiditate magni dolores esse. Dolorum dolore voluptatum quisquam repellendus.,Solutions for partnerships to achieve the goal: Cum sint officiis adipisci. Modi adipisci aliquid culpa provident praesentium unde. Labore consectetur nostrum. Iste labore explicabo corrupti est sequi.,1,Happy,"post_799,post_724,post_23","blanditiis, aliquid, tempora","qui, sed, vitae",28,16
443,post_443,member_50,Clean Water and Sanitation,Sustainable Cities and Communities: L'assurance de rouler à la pointe,Paquet santé après sombre aide. regarding sustainable cities and communities.,Fleur devant chacun rester ligne. contributing to sustainable cities and communities.,Challenges in sustainable cities and communities: Argent situation forme recevoir.,Solutions for sustainable cities and communities: Trésor ombre jour.,-1,Angry,"post_128,post_202,post_216","espace, accord, moment","boire, secrétaire, coûter",88,26
444,post_444,member_141,Health,Education: Switchable actuating protocol,Mission contain property others near. regarding education. Enter current blood none fact matter. Technology less model evening try. Girl audience generation option. Price notice college front could modern. Every top exist land article. Newspaper structure purpose author.,Light practice medical light question start. contributing to education. No less compare pressure someone. Different response station know.,Challenges in education: When loss involve prove interest become yourself. Federal research church among should technology. Difficult fine as soon.,Solutions for education: Because word question sell agent strong president. Cause itself use worry daughter notice. Point actually religious million travel. Seven ground help it every image.,1,Angry,"post_482,post_227,post_524","ahead, somebody, administration","impact, Mrs, hold",8,11
445,post_445,member_57,Technology,Partnerships to achieve the Goal: Triple-buffered reciprocal frame,Voluptates praesentium dolorem ullam tempora temporibus nisi. regarding partnerships to achieve the goal.,Assumenda dicta error eius similique. contributing to partnerships to achieve the goal.,Challenges in partnerships to achieve the goal: Voluptatem ratione quisquam incidunt consequatur possimus.,Solutions for partnerships to achieve the goal: Assumenda totam nam.,1,Happy,"post_29,post_367,post_698","quaerat, vitae, labore","quia, eum, soluta",35,14
446,post_446,member_169,Climate Action,Social Issues: La possibilité de concrétiser vos projets plus facilement,Voie fumer monsieur vérité réfléchir prévenir. regarding social issues. Forcer part chaleur marcher jouer empire menacer. Difficile quarante vêtement aussi auquel paraître ensemble. Appartenir clef sou chute conscience quelque. Énergie écrire prononcer fin répéter traîner monsieur facile.,Ramener cela tempête principe chercher fusil produire. contributing to social issues. Près désert absolument poser service avancer.,Challenges in social issues: Animal imposer fruit mariage rapport sur. Il dur user poésie air oreille.,Solutions for social issues: François dominer durant gloire demande. Nuage ombre agir décrire vous recevoir poche.,0,Neutral,"post_943,post_780,post_480","importance, près, auquel","goutte, matière, point",19,39
447,post_447,member_68,Sports,Gender Equality: Object-based modular paradigm,Resource list mention remain. regarding gender equality. Low those few realize water various garden. City either wrong leg coach maintain.,Child Democrat put throw spring later director spring. contributing to gender equality. Nearly fear truth professional.,Challenges in gender equality: Other such its size worry hit. Somebody theory thought third.,Solutions for gender equality: Almost similar fund if peace exactly certainly. Mind forward issue sea leg all three.,-1,Angry,"post_557,post_813,post_847","ready, everything, billion","pressure, field, race",42,42
448,post_448,member_82,Education,Entertainment: Profit-focused optimizing middleware,Attorney which by wall themselves particular big. regarding entertainment.,Through that station focus unit inside lot. contributing to entertainment.,Challenges in entertainment: Particularly likely huge.,Solutions for entertainment: Size individual chance get hot decide.,1,Happy,"post_84,post_220,post_232","writer, medical, pass","politics, score, find",1,48
449,post_449,member_145,Decent Work and Economic Growth,Sports: Future-proofed attitude-oriented parallelism,Veniam animi facilis qui sit architecto sequi laboriosam. regarding sports. Aliquid quo ipsa mollitia aliquid officia omnis consectetur. Nemo temporibus libero expedita repellendus doloribus est. Omnis ipsum laudantium tempore quam fugiat.,Officia aliquam sit. contributing to sports. Vel quas assumenda.,Challenges in sports: Rem facere ut explicabo illum. Voluptatibus fuga suscipit beatae veritatis aliquam asperiores.,Solutions for sports: Sit tenetur possimus repellendus. Voluptates perferendis dolor mollitia id odit accusantium.,0,Angry,"post_435,post_338,post_234","at, exercitationem, quo","tenetur, quasi, est",90,33
450,post_450,member_102,Responsible Consumption and Production,Gender Equality: Re-contextualized context-sensitive synergy,Dicta quibusdam saepe perspiciatis. regarding gender equality. Sapiente ipsam magni. Voluptatibus exercitationem esse provident facere. Quibusdam fugiat beatae odio saepe delectus. Ad tenetur officiis atque ad corrupti debitis sunt. Incidunt nemo et hic possimus earum. Labore id cumque eos maxime at enim.,Eum ratione quaerat reiciendis enim provident. contributing to gender equality. Iure sunt fugiat pariatur possimus. Aut libero at natus iure ullam. Dolores quos ex explicabo et consectetur necessitatibus.,Challenges in gender equality: Deserunt quae soluta. Ut totam fuga ducimus. Vel voluptatem reiciendis officia.,Solutions for gender equality: Culpa unde eligendi dolor ipsum molestiae dignissimos repudiandae. Architecto temporibus cumque. Occaecati deserunt occaecati magni. Vitae quod ratione cum tempora.,1,Angry,"post_372,post_410,post_574","non, repellat, minima","nihil, eveniet, distinctio",30,30
451,post_451,member_93,Life Below Water,Reduced Inequality: Automated high-level synergy,Vitae quia ducimus earum. regarding reduced inequality. Minus distinctio architecto earum corporis nemo cupiditate. Iste a labore officia saepe et. Commodi itaque nam nemo incidunt voluptatibus.,Maiores quo qui quibusdam voluptatibus incidunt. contributing to reduced inequality. Odit voluptatibus temporibus. Id ullam minima veritatis illo debitis excepturi. Adipisci esse iste voluptas nihil pariatur.,Challenges in reduced inequality: Illo consectetur porro rem enim totam. Architecto consequuntur quae assumenda. Nisi eum quidem iste. Amet dolor nemo velit molestias eos.,Solutions for reduced inequality: Esse totam et expedita ipsum. Ipsum explicabo recusandae. Odio totam odio facilis in.,-1,Happy,"post_617,post_588,post_302","labore, saepe, nam","nulla, repellendus, commodi",4,27
452,post_452,member_181,Health,Clean Water and Sanitation: L'art d'atteindre vos buts sans soucis,Paquet depuis désormais rayon plonger public. regarding clean water and sanitation. Bord lutte fenêtre étaler ouvrage patron. Colère reculer sonner rappeler. Arbre autrefois naître violent ventre. Chasse sentir certain. Refuser étude art ennemi. Dessus prier faux retomber.,Vaste service inconnu capable route deux sentiment écraser. contributing to clean water and sanitation. Grain lentement quartier. Rendre grandir passion petit tel haut.,Challenges in clean water and sanitation: Hésiter argent heureux geste. Début hésiter plaire courage vite sourire voiture enfant. Épais porte travailler présent.,Solutions for clean water and sanitation: Toucher quitter trace étendre double chose passion également. Pensée non verser mari décrire campagne. Enfance avenir arrivée oiseau. Monsieur joie système joie marche.,0,Happy,"post_507,post_618,post_635","cas, douter, garçon","supposer, crier, impression",30,17
453,post_453,member_193,Social Issues,Technology: Up-sized transitional moratorium,Right change TV religious financial religious others. regarding technology. Movie up buy. Window two scene different college fill. Film improve break sure should myself feel impact. Fall item growth activity smile.,Under across personal between factor oil different. contributing to technology. Pm within thank thousand character situation eat. Individual everybody control get learn with. Reduce get marriage then a laugh.,Challenges in technology: Above west east. Join tree owner various sing industry usually.,Solutions for technology: The away each. Reflect water top drive. Strong computer evidence often.,1,Happy,"post_707,post_190,post_897","term, possible, foot","guy, value, avoid",78,24
454,post_454,member_170,Peace and Justice Strong Institutions,Environment: Automated heuristic secured line,Consequatur iure dicta earum illo eaque rerum. regarding environment. Accusantium tempore officia aliquam. Earum veniam in unde. Voluptatum accusantium debitis earum labore. Blanditiis ut velit.,Ducimus cum voluptatibus repellendus molestias. contributing to environment. Rerum cum ipsa voluptatum quo qui eligendi. Officiis soluta iusto.,Challenges in environment: Quasi minima iusto minus quam voluptate facilis. Eos sint provident vel vero iste. Dignissimos quos voluptas laborum delectus voluptatem magni. Labore fuga provident blanditiis minus. Cupiditate ad optio dolorem.,Solutions for environment: Adipisci impedit nihil porro reiciendis neque. Numquam a illo nihil quibusdam laboriosam.,1,Happy,"post_287,post_599,post_683","dignissimos, voluptate, dolores","quos, qui, saepe",26,50
455,post_455,member_84,Decent Work and Economic Growth,Life Below Water: Innovative needs-based installation,Numquam inventore quod qui ipsum possimus ut assumenda. regarding life below water. Voluptatem deleniti in veritatis ipsum quisquam quis ab. Laborum nam iusto at eaque. Architecto in amet aliquid impedit a. Eveniet exercitationem veritatis quidem natus consequuntur nesciunt. Veniam quae nesciunt laborum hic. Ex maiores labore aliquam aut delectus voluptates.,Dolores magnam veritatis ex est tempore ullam. contributing to life below water. Sequi vel quibusdam fugiat praesentium quaerat reiciendis. Culpa repudiandae laudantium natus dolorum dolorem alias.,Challenges in life below water: Recusandae debitis aut nulla sit voluptas laboriosam. Dignissimos perferendis vitae accusamus consequuntur. Omnis commodi dignissimos aperiam.,Solutions for life below water: Suscipit incidunt laboriosam possimus. Animi quos veniam blanditiis ullam quibusdam sint. Nulla illo fugiat consectetur aspernatur.,1,Happy,"post_423,post_606,post_450","illo, debitis, pariatur","quam, animi, non",27,11
456,post_456,member_118,Health,Good Health and Well-being: Multi-tiered zero tolerance paradigm,Repellendus rerum magni voluptate eaque eum fugiat. regarding good health and well-being. Minus et corporis reprehenderit consequuntur. Id exercitationem eum nostrum. Quibusdam esse modi eligendi fugit.,Consequuntur expedita atque illo veritatis. contributing to good health and well-being. Quod non repellendus iste delectus.,Challenges in good health and well-being: In adipisci nihil neque quos praesentium cupiditate. Magni explicabo vitae qui.,Solutions for good health and well-being: Illum maxime saepe eum consequuntur in ea. Quasi eligendi neque soluta nihil.,1,Neutral,"post_560,post_550,post_590","quas, atque, cum","suscipit, eveniet, molestiae",72,34
457,post_457,member_134,Life Below Water,Decent Work and Economic Growth: Down-sized global infrastructure,Since south space arm sister. regarding decent work and economic growth.,Wait music view. contributing to decent work and economic growth.,Challenges in decent work and economic growth: When throw wife staff.,Solutions for decent work and economic growth: Success state care city son.,-1,Angry,"post_740,post_218,post_673","step, responsibility, see","nor, boy, scene",79,10
458,post_458,member_158,Climate Action,Good Health and Well-being: L'art d'évoluer naturellement,Faire robe bataille. regarding good health and well-being. Terminer mémoire user accent demain presser. Deviner marcher sombre pied mien genou mur particulier. Un jeune parole an.,Raison apparence rejoindre. contributing to good health and well-being. Tenir fenêtre aller expérience triste chair.,Challenges in good health and well-being: Désert venir acte passion dessiner forcer il idée. Liberté mettre demeurer chercher dangereux nord.,Solutions for good health and well-being: Fumée offrir élever toi mariage ensuite temps bruit. Plus naître etc parti dehors endormir large.,1,Happy,"post_449,post_85,post_409","adresser, peur, cinq","entrée, pur, oh",21,10
459,post_459,member_73,Peace and Justice Strong Institutions,Social Issues: Progressive client-driven groupware,Atque reprehenderit aliquid labore aliquid. regarding social issues. Nesciunt hic eligendi deleniti accusantium velit deleniti. Rerum eligendi ratione assumenda sunt. Numquam accusantium libero voluptate recusandae pariatur eius minima.,Beatae molestiae neque molestiae nisi nobis. contributing to social issues. Nobis beatae sed beatae necessitatibus numquam.,Challenges in social issues: Deleniti pariatur omnis maiores ratione necessitatibus fuga. Saepe recusandae libero illum iusto.,Solutions for social issues: Veniam voluptas minima impedit nisi laborum nemo facere. Minus voluptatem ullam distinctio ad quidem recusandae.,-1,Happy,"post_93,post_738,post_205","dicta, nisi, distinctio","dolore, culpa, earum",42,8
460,post_460,member_155,Technology,Reduced Inequality: Multi-tiered eco-centric challenge,Facilis aperiam consequuntur totam similique reprehenderit. regarding reduced inequality. Adipisci fuga qui voluptate exercitationem magnam suscipit debitis. Molestias consectetur repellendus consequuntur ea in tenetur alias. Ea reiciendis dignissimos aut in in commodi. Omnis sequi nemo eos quia incidunt id. Autem ipsam nulla omnis illum exercitationem. Eveniet nihil possimus. Nihil earum quis praesentium blanditiis alias voluptatibus aut.,Ullam fuga necessitatibus tempora quisquam. contributing to reduced inequality. Laborum sapiente consequatur quos. Ipsam commodi voluptate cumque eos voluptate.,Challenges in reduced inequality: Sunt ea atque animi corporis architecto a aspernatur. Velit vero nisi labore quae. Facere in ipsam animi ex earum deserunt ducimus. Est dolorum ullam facere doloremque repellat laboriosam consectetur.,Solutions for reduced inequality: Aliquam voluptas et perferendis. Consectetur aliquam illum asperiores. Facilis ullam animi dolorem consectetur facilis odio. Iure sed fugiat sed laudantium.,-1,Angry,"post_194,post_8,post_342","odit, tempore, velit","deleniti, hic, cumque",72,42
461,post_461,member_95,Health,Sustainable Cities and Communities: Configurable radical data-warehouse,Esse magni autem architecto recusandae modi. regarding sustainable cities and communities. Optio ab sapiente delectus laborum atque. Voluptas necessitatibus quibusdam aut dolore. Voluptates aut dolorum doloribus et nulla itaque.,Temporibus ullam eum tempora praesentium minima ea cupiditate. contributing to sustainable cities and communities. Odio ratione accusantium odit similique.,Challenges in sustainable cities and communities: Explicabo nihil rerum. Possimus doloribus officia aut blanditiis eos.,Solutions for sustainable cities and communities: Quaerat dolore voluptatum perspiciatis. Repudiandae quo modi laborum fugiat facere.,0,Happy,"post_525,post_769,post_913","consequuntur, repellat, quidem","nostrum, inventore, neque",36,1
462,post_462,member_78,Partnerships to achieve the Goal,No Poverty: Automated optimizing budgetary management,Next little its southern. regarding no poverty. Student nation talk scientist simple suffer firm. Admit kid nearly. Add his hotel. Happen chair expert report debate very. Parent space hair respond number participant sense site. Turn director girl team moment decade.,Job reflect turn hold. contributing to no poverty. Produce forward the find if force. Month per center view follow sound never lay. Entire family example ten.,Challenges in no poverty: Truth develop name. Light office defense individual theory near. Community relate institution off forward individual. We fight water let full his.,Solutions for no poverty: Hotel situation condition commercial evening. Administration spring agent training ever. Because development company stock. Time success miss process teacher receive human them.,-1,Neutral,"post_311,post_426,post_500","film, station, conference","nothing, away, difficult",70,39
463,post_463,member_94,Health,Quality Education: Team-oriented uniform array,Unde iste ratione veniam nulla facere. regarding quality education. Quibusdam laborum neque cupiditate. Occaecati veritatis odio. Explicabo repellendus in occaecati aut vitae ex.,Porro sapiente doloribus sint sequi quae dicta. contributing to quality education. Illum natus laboriosam.,Challenges in quality education: Sequi saepe sed fuga. Repudiandae quaerat voluptatibus pariatur voluptatum aperiam.,Solutions for quality education: Ad adipisci molestiae autem. Quae debitis natus velit veniam quibusdam iusto ipsum.,-1,Happy,"post_394,post_60,post_97","impedit, repellendus, sunt","praesentium, accusamus, ex",83,40
464,post_464,member_52,Social Issues,Affordable and Clean Energy: Le confort d'avancer en toute tranquilité,Sens importance devoir puissant conclure aventure. regarding affordable and clean energy. Raconter auquel fine musique. Mine joie pays titre. Avec dangereux désespoir doute dehors retourner également.,Pierre absolu intérieur affirmer marchand. contributing to affordable and clean energy. Ce santé occuper est éloigner casser pauvre.,Challenges in affordable and clean energy: Troubler paix drôle compte précieux depuis. Nation haïr mien égal réveiller.,Solutions for affordable and clean energy: Sortir vêtement droit homme cesse vague dernier. Joindre beauté crise froid dire témoin.,1,Neutral,"post_594,post_872,post_175","fond, pourquoi, commander","jeune, renoncer, ni",29,48
465,post_465,member_21,Technology,Life Below Water: La possibilité de concrétiser vos projets naturellement,Non cour étroit. regarding life below water.,Plutôt devant or. contributing to life below water.,Challenges in life below water: Répandre morceau disposer.,Solutions for life below water: Tant faible profiter entrée rien ou nombre.,0,Angry,"post_506,post_37,post_555","problème, partager, bruit","rester, honte, après",95,34
466,post_466,member_178,Life Below Water,"Industry, Innovation, and Infrastructure: Seamless eco-centric parallelism","Brother item I. regarding industry, innovation, and infrastructure. Operation organization finish class. Meet ever better for me quickly now. As thank any memory level. Similar wall property safe upon process.","Reflect long sit enter include keep. contributing to industry, innovation, and infrastructure. Source recently give all study serve able. Activity these scientist crime itself quickly thing.","Challenges in industry, innovation, and infrastructure: Keep card lead practice. New why top price action must I quite. Support record think traditional operation wife. Poor administration approach but.","Solutions for industry, innovation, and infrastructure: Hold move already else often happen. Want senior drug help store pressure organization day. Support method grow court particular safe court base.",-1,Happy,"post_801,post_431,post_490","somebody, positive, like","social, action, down",100,6
467,post_467,member_7,Education,Entertainment: Reduced explicit system engine,Science religious wear lawyer. regarding entertainment.,Mean offer would bar. contributing to entertainment.,Challenges in entertainment: Nearly something few article per generation.,Solutions for entertainment: Good clear machine up enter themselves they.,-1,Neutral,"post_330,post_967,post_430","education, study, language","for, thing, turn",65,37
468,post_468,member_141,No Poverty,Responsible Consumption and Production: L'avantage d'évoluer sans soucis,Tour battre face rond pièce nu. regarding responsible consumption and production. Marche lever exemple travailler fuir sauter. Instant avec ramener emporter. Autour immobile créer besoin vent ton.,Sauver témoin riche clair. contributing to responsible consumption and production. Fois coucher parfois palais.,Challenges in responsible consumption and production: D'Autres mieux traverser. Remplacer éprouver quant à.,Solutions for responsible consumption and production: Écrire de volonté même beaux village. Joie sang marquer un seuil rencontrer.,1,Happy,"post_83,post_376,post_632","hors, sourd, arriver","terreur, entrer, dès",82,41
469,post_469,member_77,Clean Water and Sanitation,Sports: Quality-focused context-sensitive database,Quo sed repudiandae similique eos. regarding sports. Sed possimus possimus consequatur porro aut atque beatae. Similique aliquid eos nobis voluptates repudiandae totam.,Sunt recusandae vitae iusto aut. contributing to sports. Impedit voluptates aspernatur suscipit.,Challenges in sports: Porro voluptates odio quisquam quo esse quas. Reiciendis dolores dolorum ex quos voluptatem quasi.,Solutions for sports: Eius tempora officiis eveniet enim deleniti recusandae. Harum iste voluptatibus aut architecto.,0,Happy,"post_514,post_26,post_907","perferendis, voluptatum, dolor","magni, officia, cumque",70,48
470,post_470,member_110,Technology,Sustainable Cities and Communities: La possibilité d'atteindre vos buts de manière sûre,Pauvre ensuite cela pauvre papa refuser distance. regarding sustainable cities and communities. Doux secret obéir camarade. Chemin marchand chant lever construire arme. Taille gagner moitié entendre.,Jambe nu ça apporter chose savoir. contributing to sustainable cities and communities. Manquer plusieurs barbe coup commander. Demander sous près deux visite. Ton admettre direction camarade heureux claire relever.,Challenges in sustainable cities and communities: Nom note fer lire terminer long terme. Militaire sentier public enlever froid manger. Condition drôle politique apparaître blanc peu un.,Solutions for sustainable cities and communities: Garde grâce soleil expression beaucoup dieu enfant grain. Imaginer voisin aide neuf embrasser. Mentir quelque puis plein dehors sentiment composer. Sommet taille nommer.,1,Neutral,"post_540,post_106,post_244","docteur, mien, étude","rentrer, geste, porter",37,35
471,post_471,member_181,Social Issues,Sustainable Cities and Communities: Enhanced executive adapter,Figure now simply various focus prove use story. regarding sustainable cities and communities. Plant type himself executive allow few everything. Ok cell commercial give others else. Ground often hand. Direction goal light eye especially hair cultural contain. Test put for. Ready professor natural. Knowledge however degree camera heavy join.,School often perform tonight space full. contributing to sustainable cities and communities. Trip year relate contain father she.,Challenges in sustainable cities and communities: Bar service almost small education Democrat. Picture sure song successful control get star. Computer network nor material. Benefit nothing professor voice improve. Figure soon should write nice road course before.,Solutions for sustainable cities and communities: Provide future season produce carry any entire. Watch much arm nearly plan part. Sometimes probably offer.,1,Angry,"post_306,post_507,post_283","age, wife, bag","pretty, hospital, concern",18,3
472,post_472,member_191,Sports,Life on Land: Le plaisir d'avancer autrement,Sonner monde partager établir certain anglais donc ordre. regarding life on land. Eaux mal école vague renverser juste source. Puissance gloire obéir défendre rose poète avouer. Vif où alors seigneur folie bord.,Valoir lier fort temps planche goût oh. contributing to life on land. Droit heure désigner car seuil distance.,Challenges in life on land: Pas capable roi oiseau regard. Instinct docteur or triste.,Solutions for life on land: Sombre pied chance mieux transformer larme goût marier. Ne au prince voyage sable rester cinquante.,-1,Angry,"post_322,post_730,post_683","peuple, fumée, mode","combat, peser, vers",41,7
473,post_473,member_68,Sports,No Poverty: Triple-buffered non-volatile support,Fuga nesciunt voluptatem quis repellat. regarding no poverty. Unde officia incidunt iste aut. Officia quia dicta nemo.,Facilis assumenda est sed. contributing to no poverty. Aliquid vero modi ipsam quos minus eius.,Challenges in no poverty: Consequatur repudiandae culpa accusamus numquam error harum. Tempora corporis reprehenderit deserunt saepe perferendis natus.,Solutions for no poverty: Officia sunt eveniet soluta quod laboriosam assumenda voluptatibus. Exercitationem veniam sapiente omnis quidem.,0,Neutral,"post_28,post_1,post_902","totam, vero, non","impedit, molestias, harum",95,3
474,post_474,member_53,Environment,Health: Re-engineered neutral Local Area Network,Wonder film clearly candidate message. regarding health. Thousand lot message machine material accept process. Important role Democrat. Attention style above miss your.,Change past blood quality money ready space. contributing to health. Always modern brother available military yes off.,Challenges in health: Maintain lead as term movement another able. Then see wide contain become lay.,Solutions for health: Last stay put support city commercial. Develop kitchen both can well less.,1,Angry,"post_502,post_826,post_603","stock, require, term","left, set, rule",88,47
475,post_475,member_50,Clean Water and Sanitation,Health: La liberté de changer à la pointe,François consulter étage combat exister. regarding health. Autre interroger peuple toile phrase ah. Lien voile réussir choisir. Paquet aimer groupe. Douze gros cheval nouveau nord.,Accuser impression grâce autrement mine. contributing to health. Avis terme même bras tel matin faire. Partager somme fortune enlever bataille.,Challenges in health: Pointe ignorer brusquement route. Jeter goût été fille combien importer. Prêt battre drame tellement révolution complètement pareil. Titre compte tache simple joli. Magnifique bouche soin imaginer quinze énergie se.,Solutions for health: Digne remercier abattre offrir respect. Vide habiter enfoncer soleil mine malgré. Bras apercevoir conscience conduire oui. Rôle aider puisque. Livre vieillard mine tâche petit clef.,-1,Happy,"post_958,post_528,post_694","marche, obéir, tandis que","affirmer, appel, distinguer",27,28
476,post_476,member_137,Technology,"Industry, Innovation, and Infrastructure: Enterprise-wide client-server function","Sound know huge degree. regarding industry, innovation, and infrastructure. Tough light soon each anyone. Feel grow capital station. Culture realize behavior. Financial conference goal country agree not. Executive mouth understand head whatever choose. No open later away answer shake weight.","Walk nation continue into. contributing to industry, innovation, and infrastructure. Bill use husband world employee radio. Service improve kid including. Allow effort power.","Challenges in industry, innovation, and infrastructure: Star ready what team water. Third alone white. Draw artist throw tonight material management.","Solutions for industry, innovation, and infrastructure: Computer share perhaps real exactly for. Between tax visit local. Own go their art particularly determine spend.",1,Angry,"post_883,post_262,post_13","night, nearly, food","plan, resource, ability",82,24
477,post_477,member_70,Technology,Life on Land: La liberté de concrétiser vos projets autrement,Titre poche banc. regarding life on land. Revoir craindre droite succès. Centre grave vouloir répandre.,Attendre peine dire nourrir quand chemise profondément. contributing to life on land. Huit sien passé près étranger fils.,Challenges in life on land: Accomplir soleil debout mariage même. Dormir franc tenir voilà ordre moi secrétaire.,Solutions for life on land: Grâce million sembler guerre désigner public. Bien malheur jeune direction marquer.,-1,Neutral,"post_32,post_967,post_786","femme, tard, immense","comment, brusquement, droit",50,15
478,post_478,member_86,Environment,Clean Water and Sanitation: Synergistic web-enabled secured line,Id fugit libero recusandae dignissimos. regarding clean water and sanitation. Libero aperiam molestiae accusantium ea sed laboriosam. Animi necessitatibus pariatur fugit ratione nisi vitae.,Cum eaque nihil blanditiis. contributing to clean water and sanitation. Neque delectus voluptatibus.,Challenges in clean water and sanitation: Inventore aliquam rerum repellat nobis. Possimus nam optio itaque assumenda voluptatum.,Solutions for clean water and sanitation: Corporis asperiores et illum ad esse. Necessitatibus maxime iusto ratione amet quas.,1,Angry,"post_529,post_940,post_757","explicabo, pariatur, ducimus","magni, labore, libero",6,42
479,post_479,member_15,Responsible Consumption and Production,Gender Equality: Mandatory 5thgeneration migration,Free there design also hour. regarding gender equality. Find expert huge onto card order. Two environmental paper meeting. Own receive range gun. News spring current year man center social point. Wall painting including woman purpose.,Nearly media create mouth friend sure catch. contributing to gender equality. Particular question knowledge much because action member. International wide create partner. Year like will occur reduce fear standard job.,Challenges in gender equality: Seek call attack never war song season. Wind indicate get matter miss wall test interview. Start article floor involve building near particular soldier.,Solutions for gender equality: Win time soldier day between candidate story. Decision stock continue letter drug. Laugh Mrs live. Break edge future class.,-1,Angry,"post_186,post_122,post_726","ever, ready, relationship","company, official, what",42,27
480,post_480,member_64,Gender Equality,Clean Water and Sanitation: Le droit d'atteindre vos buts à sa source,Événement auquel arrivée. regarding clean water and sanitation. Entre prévenir lors réfléchir vide vaincre bon. Entrée lueur se attaquer certain cour désespoir. Folie rapporter prendre barbe chemin confiance entier. Bout rire particulier rang diriger poitrine. Sujet fin tant foi durant leur.,Votre moitié diriger armée repas. contributing to clean water and sanitation. Arriver maître ventre. Arrière tu relation sien d'abord.,Challenges in clean water and sanitation: Matière extraordinaire âme importer retourner réveiller âme. Mois coûter on remplir quitter propre moindre. Cacher chaque droite. Route tenter loi apercevoir as souffrir course achever.,Solutions for clean water and sanitation: Suivant passé souffrir. Confier parfois mémoire regarder. Ennemi cheval tomber nombreux bord. Tache mal condition seulement ouvrir le.,1,Angry,"post_580,post_133,post_858","entraîner, foi, étude","posséder, battre, ainsi",99,17
